lat,lng,name,photo_ref,rating,user_rating_total,vicinity,place_id,types
48.8571207,2.2784311,Family Café,CmRaAAAAxAcht71_xfzSPVxl655CWwZBgZFYsnkNkKewQM6CRkPWd4ovl4uZAvwoCVwJFeOAOowGYR4B4E7Z0XzZj1Zk4p8TCxfRo0NFsUJ-16CuDV8YkqQAwPVB9Q70NDuMN2YUEhBpzuCbFPy9b4PAnkpnJ1baGhQEkGVpSEG3MThBdElbdHDAGZcjBw,4.2,152,"35 Rue de l'Annonciation, Paris",ChIJi961GABw5kcRnio8E4iFpiw,"['restaurant', 'food', 'point_of_interest', 'establishment']"
48.8577028,2.2746534,Le Traiteur du Bois le Vent,CmRaAAAAHL0--_KdVihE9aPFt0AfbZKjYs4gcN564WOf55jDyqSWHR_mQAIlNA_fPueTKEBapRuEK0syn1jodbn9RLK-P71W4y-VlbKPOt_Lm1BFIQhzGCG1-gFVsU7ecdsCOTy7EhDCVWfrjEWHuXVXnwWdoSz7GhRSobOAmZe834HBw3mYm2Uf1JYX4w,4.6,141,"63 Rue de Boulainvilliers, Paris",ChIJi6lZK1Vl5kcRmOBWkypehY0,"['restaurant', 'food', 'point_of_interest', 'establishment']"
48.8627273,2.2761935,PAUL,CmRaAAAAiWuZGY91Z0UcEyfPkMYQHefM6RG3jIvaUs-bqtETdCdWvY_FPTCR1o2978WpJ2q6KK1EFAYBNnetMo7Z0m2ggqmxq9rrFEAI8kKIyDscol5fqe1T4Y7bbAzkKkQyFhdpEhD7qUEZ4u2PBT2kLTMRK8DKGhTseF4sAo1WxujlR3mqM-IclhLMog,4,118,"61 Rue de la Pompe, Paris",ChIJAUH9ClZl5kcRcxIsTnuiKps,"['bakery', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']"
48.8601822,2.2748494,Restaurant Bon,CmRaAAAAKcUvyMtBpwyF0JV0c3iodYaif5eoFj8cpMduEQc7qciohLZ3XbS0DmIdRb8kIVlqWLOS_jJbmDKvw0NOGYojLYvArSjnZMf_ichNuZTio2-muw8kigJHMYOF4MDgbOf4EhDurS7Y9_syeKotVaHm-U42GhTskVchpxyDJ8-SP4lxdZ9bl2R4sA,4.3,556,"25 Rue de la Pompe, Paris",ChIJkbVMqVVl5kcRmF-iadbv-v4,"['restaurant', 'food', 'point_of_interest', 'establishment']"
48.8595973,2.2761502,Domino's Pizza,CmRZAAAA87R8NLKi9_MPOEs_19xoG1pJQUzwmNvoCpWFthO6m9SvC8V3OYb0qO-mLxSLXCxBMeTKbJV9rcPf4l-21fYNVRRMaxqWWuVUsG4V75G0Q8qNCatbOmLAvfOnCIIYREQJEhD6hfD5x82bJr9LEp8zVWEEGhRC4rI5o-tUaXLvuP-N5EXaoZz0qQ,3.3,165,"50 Rue Desbordes-Valmore, Paris",ChIJpw-HbVVl5kcRn3eLoq322_U,"['meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment']"
48.8663019,2.2815326,Le 16e Sens,CmRaAAAAC4qnzKcSBM5AMm5cbQSljjRQ5eNPPG9F39r8b6eK1OgAWBe-H-IakyzRiDif6tN6OVuZe_afAfdvCPMGnDZnMuYKsm6VQkAOs4NrDOAzQsLo7kO-21gfSqXOfIBNYm2QEhChY96v2GqABqv7WNXS4rnYGhRZAF1_kOgymEo1QVX8zH7YUU91kw,4.2,45,"3 Rue Gustave Courbet, Paris",ChIJj0MKx_lv5kcRxAGZA8yXyvY,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']"
48.86230630000001,2.2762822,Subway,CmRaAAAAZ3vvdk-izUM2yETTCCLpSL94Sf2XwB84Ts0cLOGteH_1R3Cxha16o6Nnd95bY6_o41XUSbxGYdmE0OPQdNyA9HfYBAv-WLzc2oP-IqNzpyxCtt7hlnT6vy4BdQw-hy1REhB5BnTyRx2HaXBjxGkfdVy5GhQboQTTYsxwlyT_w2q5UvPXCpJdHg,3.5,137,"58 Rue de la Pompe, Paris",ChIJn1W43VVl5kcR1IDfz6Dz8ko,"['restaurant', 'food', 'point_of_interest', 'establishment']"
48.8615361,2.2754173,Ciro Bistro italiano,CmRaAAAA6Of8oxVdICoFSXb4EGrWLECXtHQNsKaXhw5LP_HwAEJzb-SVZHldgprre0dFRvlDCWuLgOFPplDAoAIEWxFzohFke3wQbzFY_hDUKdy_sNwGpNf_dktcf9oZk3J7DHJ8EhAMyAPkjmcp9je6cq5l0E_CGhR3JwIPH3yZfpVYHuxL6Ub5bP-0xw,4,228,"43 Rue de la Pompe, Paris",ChIJJbOwx1Vl5kcR4jWTLouizCo,"['restaurant', 'food', 'point_of_interest', 'establishment']"
48.8666029,2.281655999999999,La Villa K,CmRaAAAAThc2wZVdE2IJA4p8KmdYyeucRCrDbx-I1qBoJsT1LeKC7nKoDtPWJ7dfIUiFKc0ueAF2mlGO2iGF19QnGLQR3V0c1nryhvqHXsjX-CmxKADbWzjEG1qrx7TIEbAa0cEWEhA_zsYxSIgjvBITmysPbbnUGhRVduK4uYSvY8z6T2PjJa7TXzZHQg,4.4,154,"14 Rue Gustave Courbet, Paris",ChIJC0mexvlv5kcRQs3ETo3yL5k,"['restaurant', 'food', 'point_of_interest', 'establishment']"
48.8627273,2.2761935,PAUL,CmRaAAAAAMuX50hshFPex_oCSixkaE1lO4on-5NAB0SGrE1outffZGSlOaUPvNJ3kCJs3Ek0vytzyBkYASsTrLERq4Bj2eiq58b49vaawVgdlJvFCxKp-pnnw6Bq1QbXULgeLP4mEhBF5EnvexE121L1uUAVyWN3GhRaPOJaDmi1U7jrpErKscpHhkEG9g,4,118,"61 Rue de la Pompe, Paris",ChIJAUH9ClZl5kcRcxIsTnuiKps,"['bakery', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']"
48.8659254,2.276144,Café Lamartine,CmRaAAAAiUiP46-u8gbaZ3Moic7uO9T_X5m9oEkZ1hEaGfygY7EeMn0jxG2VdtoPj_B3xIBJXUcgoUtd9MYRGtoBbXmj0sdPN0VF8hgRcc8XH_rre1WrKM_yXF74qykQnAtzlcTrEhC_P36ocQEp7HBxFqoGA29zGhS6HIfLBo6_iUPSaGHAm0Ycf8BbyQ,4.1,285,"182 Avenue Victor Hugo, Paris",ChIJL20guldl5kcREbPAE3upNhQ,"['cafe', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment']"
48.8668701,2.278406700000001,Le Pain Quotidien,CmRaAAAACh-84rXxkqgsq4kdn1ftuqpTLBL0JgAqhzJ4qamNUODQjOX5uZTbjmjJjLAkey82QBOdGPxP1fab1OpAcnvHIUR-iOjHjmuVysPJrMmiLgv17bxSILPQF3YbpjmSUyHXEhA-PFHfTTpeJGorkU3FkoKsGhT2I34buD6WBQYNANumRN7gTTQm1g,3.6,315,"150 Avenue Victor Hugo, Paris",ChIJu0imGvhv5kcRGfgx82rbaL0,"['restaurant', 'bakery', 'cafe', 'food', 'point_of_interest', 'store', 'establishment']"
48.85989699999999,2.280221999999999,Planet Sushi,CmRZAAAAw14f1oibpwQTLn5x3_7f6Hc1XYEUEVh0e1NrtRIc2KEDuAQE4vv6awtCusb_Tb5bxAq05Qte2qIRzNQNz6t7HLth3TFGLVW6jRWu7flp4ueWha3Re5sCYq9sNqsRziorEhChU0zo4zLIDjo0Aq8m5NpyGhSjjNw7BiHXG-AE5Y08C_cvktUHqA,3.4,182,"65 Avenue Paul Doumer, Paris",ChIJdc53q_9v5kcRwgXFesAs4rY,"['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']"
48.866577,2.2813524,Coffee Parisien,CmRaAAAABh3nm0wzloN-sLJCRjunfDMWl6-OBXqGVHWcmOQNnieXTr8QSIyT7a6D9NsWpso77yYBadMToSTMlhXlD59m_8OpQKq6UFa810rewFiBrx-UfZsWnxqjcqCZT6selOPPEhCej7uDSv_Co4T10vFvTvxwGhSQ1L0ChU1isuw8J1YiosFJMAc4HA,4,196,"7 Rue Gustave Courbet, Paris",ChIJ3aO5yPlv5kcRiISnak_U5TE,"['cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']"
48.8529444,2.268584,Eric Kayser - Mozart,CmRaAAAAIDHTpYrP4otVh3RPjABu4ClQ_DuUNj5iNfIgXgDVqqRGXBlyeySV2Q1M6laXhZZN9PuMo2Ur1Juq3o2Vt01WQHsby_PRBoBxlFlgoXMa2cMFiiqqpLyruiXgQim94GlWEhClM9UoiWdWQDn2VOxu6kI2GhTMc3iNyohn5qKHRV6O6raub8r1pw,4.1,90,"79 Avenue Mozart, Paris",ChIJI3kZnuZx5kcRtNAu9a7D3Fc,"['bakery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']"
48.8529335,2.2760005,A la Fontaine,CmRaAAAAnmMFiKMsdsp7fS9DEwJcYWBe9n30g4Cg2K-RKKw5ekk7gAtlRRGfTm0-pV1pC8FdYLgNPDr8-psdKVXDtFuT2nWED9S_BBZXPSR6Dldir_dmWlpaap_-v31m1v6e1yMlEhAngbdyFpejP_Oc37CeazdJGhQk_I2A3ktjgCZcaLvDm0pl7u_owQ,4,320,"12 Rue de Boulainvilliers, Paris",ChIJo69hGqp65kcRI_9XpouD2tE,"['cafe', 'restaurant', 'food', 'point_of_interest', 'establishment']"
48.84954740000001,2.2684634,IL Farniente,CmRaAAAAkSpftOqd38P0RsJ49W4xdvi-oC6OHuws5IW7K-aZx2AoS73yt1ENkIeZmtAdXPajy9NVQwoh8dl3CLW29K1aA7GD71hQqftswEElUaqwdTnjEbTYaMJj6gctn16jDzk8EhDDMtRkUuTmKn6xzCcg0e5BGhTdoeUxcZ84389AzTmmyLiiu2wAzw,4.5,288,"44 Rue des Perchamps, Paris",ChIJbU29CK965kcRjKDnr1dxy8o,"['restaurant', 'food', 'point_of_interest', 'establishment']"
48.8549428,2.2694411,Amadeus Café,CmRaAAAAEnE-02A-n7PP2uh6uIz3WxkaZIsJNh2f5foCGV6WjlTpAeMhqje7iO0Osa_8OoRHaoMtYpP8CZnntIKGQf69O-FoiKUWVDLnbhFBv5OEZWxtd_rerP-O41WUQ0G5he2SEhDMz8qyYxGRZ_qKYTew5SpaGhQ9CUyH6mjXKhDm94jGqjV0SE5uTw,4.1,220,"54 Bis Avenue Mozart, Paris",ChIJ-zFwWax65kcRp0d5-ndjQr4,"['restaurant', 'bar', 'food', 'point_of_interest', 'establishment']"
48.855633,2.272749,Tayim,CmRaAAAA547KgIUtZK68S_tYPx9bVs6AHTwaV-tfuFbNTg53RMlkLlgitQGgH5tVuBjaZ6YgkSSpti_AKAlGIfLubV3JhnqhLtjR5afgdmnuoMN4ZLg2HdvXSWfeHJ5M5tBMRvbyEhB_lhj9jA5XhNtedXy5XBWRGhRmFxfg0mXIFRXkO9gCyyoLh7AtJw,4.5,142,"9 Rue Gustave Zédé, Paris",ChIJZ9jbcqt65kcRvKwAmCLDyM4,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']"
48.8510485,2.27526,Le Récepteur,CmRaAAAA6ilwXfETwamNG6ANgjT1ip5ajT4c2bn2gIsp4eEdMmL7_fJXQgQM1RUYf_wsTET_QwbJpzbK85p41ZmA7R8JsyuIKxsGVKihpjcRrgQl3a5si-NxNlu8J_8Zof56JIO8EhAcOVzOGHnPP9nEiE5vEYEIGhRXPb5-XR9h0SiKHmkd2Q9W8z6-8w,4.5,315,"3 Avenue Théophile Gautier, Paris",ChIJbSJYv6l65kcR1lZMrhqWBRo,"['restaurant', 'food', 'point_of_interest', 'establishment']"
48.85128949999999,2.2773833,Chaumette,CmRaAAAAslSlFhHK1Npm2dXdhAgK5R4_JFV1glROMQXTWo0lYHdxYrLMawnPGaWJn_8aU0fJ99m5enKXg3vZ7gU3dVCrk-fNIiYcxwDZzat6Tfkc3yZJ-aYdE0M2uz2hJ_noKaJiEhCxR2IkyLaiuUKrsH6USGo1GhSlNLBlQJrGzHT41edOo_76tW8W9w,4.5,83,"7 Rue Gros, Paris",ChIJ45arQgdw5kcRufnBRYDz8fw,"['restaurant', 'food', 'point_of_interest', 'establishment']"
48.8563507,2.2668482,Non Solo Cucina,CmRaAAAAkaWXVi6eu48RIfMMBjdhMCnb4F4mlqP8A4tBbi51rxf6H6b_ho2KE8XoVh7zKP93WNlL8PA8mklv6oX4rTvcZ3HMdX-_oENRF5k8eBjTrZ9hPri0dI_MFTqeonQN3r2jEhD6iRamoNBT5JOdMj6Lf3acGhQrrzj68WZEY7JwfbOg1dHZFD-FXw,4.4,124,"135 Rue du Ranelagh, Paris",ChIJyWtXaq165kcRGA6Yd3CtMKg,"['restaurant', 'food', 'point_of_interest', 'establishment']"
48.85298639999999,2.2755249,Sushi Gourmet,CmRaAAAAEu3YV3O_37ashAONjyQZ0mAJS3yPQx6BR9wsjaiNn1WYN8b436hvgRAelN1DRaqwaN8GWrNdfozi774vvH219FoQShvFCCKQ0tyEkLlbWia0yIjUw0mXhAQnyZGSuIsaEhBxM0D0Os2QljW6imP53i7jGhSovawGpPwr3pqlhAu-9h8qbhHCZQ,4.4,188,"1 Rue de l'Assomption, Paris",ChIJ3QAwGap65kcR58chqbxSVAg,"['restaurant', 'food', 'point_of_interest', 'establishment']"
48.8551835,2.2695928,Sushi Shop Mozart,CmRaAAAAwhwPs2jrh0jxJAd3WEfj9eQn_Qom8sI7INlY90cY5NNFv4DufwtYR6O5zHM9r5wre9hEw3xhECYmTrtYGGTZoIglTIc92sh2f0YuGlb93Dd6at5g1DuqmXL2P1dD0Xl5EhAfLIBaH2jUQGXnZPXErPjWGhTsAUBFPOoZxJ5C84x7j4Q8o13ERQ,2.8,70,"52 Bis Avenue Mozart, Paris",ChIJjzAcX6x65kcRvv4peo10rG8,"['meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment']"
48.8498866,2.2725603,Bistrot 31,CmRaAAAArxHaWAiic2XxWm4bBBOdP6ejekqLLg_5A2lNfejMay2y7iV3eDt6qrmyqp2oyz5_ZA1pzfO52BE-v49M6Bx1LkLyUQWbWtHGWTWj0qmNyO_0HcfHYtnfP6Mi6eLj-gyQEhB0El6D0Gl05AkXpeDwDTOLGhRyUQHMCE53tGlwPijg620HKsx2dg,4.5,347,"31 Avenue Théophile Gautier, Paris",ChIJ96U23qh65kcRTAgsz7H2F0U,"['restaurant', 'food', 'point_of_interest', 'establishment']"
48.8501091,2.2699228,Pizza Hut,CmRaAAAA4jXrPRaSMSKSah4q1hJDHGxpDyrCWhCSBsHEdgwWDp1kr8-MAz5VIXbLf3LTtVOtcW5p9Tx_90pSNc6CIQVVCOPJrhdbkeKzPGu1ahteIZIIwbLxoFbHwAg2XPJXl4xcEhDHKLELW_sjjbtDp2gHugIuGhRzu7gQX8c08bzZ4r7ZmtTMRzASuQ,3,110,"45 Rue Jean de la Fontaine, Paris",ChIJGT-0IK965kcR2-nhYvp5G64,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']"
48.8512971,2.277474999999999,Le Gros 7,CmRaAAAAp20EZTvSqkdjUL1FLmMdo_v9ruF4OCsi2VoH0Fzf6rfGqASmByVNsC3u5zKMef5v7oAxBKADr_yWX3IVEQjUgmrELmZTrnFAFOM4h_WTypbw56JNLelDyagfQzomV_TeEhCDEtnP_zKC7usiQphsHF6bGhS_WK6Rw10nDVdHKejj6VXpf-GkHg,4.4,115,"7 Rue Gros, Paris",ChIJuQUJaAdw5kcRI75ph4Otibo,"['restaurant', 'food', 'point_of_interest', 'establishment']"
